datetime,open,high,low,close,volume,,,,,
9/4/2021,146.36,150.6,135.73,138.88,6134062.526,,,,,
9/5/2021,138.88,144.99,134.74,142,4619885.42,,,,,
9/6/2021,141.98,166.13,136.92,164.22,8435542.353,,,,,
9/7/2021,164.19,195.48,128.01,173.46,24376489.01,,,,,
9/8/2021,173.49,198,146.5,191.02,16666845.8,,,,,
9/9/2021,191.02,216,180.7,187.9,16349677.82,,,,,
9/10/2021,187.89,197.41,167.82,179.6,9055410.7,,,,,
9/11/2021,179.6,193.51,175.14,179.04,6794663.25,,,,,
9/12/2021,179.05,181.75,170.15,174.29,3661211.64,,,,,
9/13/2021,174.31,175,150.3,169.53,8423839.46,,,,,
9/14/2021,169.54,171.83,142.6,158.88,7981396.52,,,,,
9/15/2021,158.72,166.5,153.69,158.79,6107319.6,,,,,
9/16/2021,158.77,163.5,147.35,152.29,4739595.73,,,,,
9/17/2021,152.3,153.55,134,147.58,7629925.55,,,,,
9/18/2021,147.59,171.47,144.1,169.22,8229799.94,,,,,
9/19/2021,169.22,170.96,150.6,152.76,4945800.1,,,,,
9/20/2021,152.78,153.43,130.26,132.77,10153368.71,,,,,
9/21/2021,132.77,144.64,116,124.29,9608867.72,,,,,
9/22/2021,124.3,151.36,122.1,148.02,7460596.34,,,,,
9/23/2021,148.02,152.5,142.92,149.91,5188932.77,,,,,
9/24/2021,149.9,151.2,128.15,139.13,6710404.45,,,,,
9/25/2021,139.11,144.18,133.54,136.06,3212733.31,,,,,
9/26/2021,136.05,140.81,124.8,135.64,4342156.13,,,,,
9/27/2021,135.7,148.92,133.72,136.35,5195624.27,,,,,
9/28/2021,136.34,139.4,128.17,132.2,3899945.58,,,,,
9/29/2021,132.22,140.17,131.12,135.25,3685498.28,,,,,
9/30/2021,135.24,142.95,134.02,141.37,3361454.58,,,,,
10/1/2021,141.38,164.95,138.25,161.56,6742166.88,,,,,
10/2/2021,161.62,175,156.06,168.98,5059987.02,,,,,
10/3/2021,169,177.79,165.58,172.98,4233767.25,,,,,
10/4/2021,172.99,173.34,162,167.13,4312499.92,,,,,
10/5/2021,167.13,170.18,159.68,164.62,3378441.71,,,,,
10/6/2021,164.64,165.42,150.1,153.87,4499161.76,,,,,
10/7/2021,153.9,161.42,150.34,154.26,3251376.58,,,,,
10/8/2021,154.26,168.97,152.39,158.86,3735085.38,,,,,
10/9/2021,158.88,161.54,154.18,156.84,1833309.02,,,,,
10/10/2021,156.8,158.5,145.55,147.55,2037895.69,,,,,
10/11/2021,147.56,154,140.24,144.77,2211323.14,,,,,
10/12/2021,144.79,153.5,137.61,152.32,3377483.32,,,,,
10/13/2021,152.35,155.56,144.28,148.04,2760546,,,,,
10/14/2021,148.05,155.65,147.27,150.02,2654600.61,,,,,
10/15/2021,150.01,165.75,146.68,163.18,5388612.07,,,,,
10/16/2021,163.15,164.8,156.36,157.54,1985241.59,,,,,
10/17/2021,157.54,167.65,153.13,160.12,3070422.13,,,,,
10/18/2021,160.11,162.98,154.91,157.12,2240606.17,,,,,
10/19/2021,157.12,159.45,153.06,155.78,1821550.17,,,,,
10/20/2021,155.77,176.87,155,176.72,3884374.7,,,,,
10/21/2021,176.72,194.21,176.7,190.5,7853710.77,,,,,
10/22/2021,190.46,215.1,187.96,196.29,8364239.42,,,,,
10/23/2021,196.29,205.78,191.86,197.75,3274703.05,,,,,
10/24/2021,197.75,204.86,185.22,202.14,3573960.26,,,,,
10/25/2021,202.15,218.93,198,209.7,4914479.29,,,,,
10/26/2021,209.73,214.2,196.36,199.85,3168707.16,,,,,
10/27/2021,199.87,205.49,176.94,184.49,5003626.21,,,,,
10/28/2021,184.45,201.38,181.64,195.42,3503774.6,,,,,
10/29/2021,195.37,205.22,194.45,200.41,2484214.02,,,,,
10/30/2021,200.36,200.62,187.3,195.7,1609573.37,,,,,
10/31/2021,195.69,205,185.31,202.49,2375757.35,,,,,
11/1/2021,202.53,211.66,197.7,203.9,3150076.28,,,,,
11/2/2021,203.91,222.22,200.97,220.82,2876704.542,,,,,
11/3/2021,220.81,247,215.69,243.37,5253716.352,,,,,
11/4/2021,243.37,250.5,234,247.07,3552648.58,,,,,
11/5/2021,247.06,248.84,230.34,236.06,2233800.23,,,,,
11/6/2021,236.04,259.9,234.79,258.44,3046062.46,,,,,
11/7/2021,258.41,258.66,245.65,249.68,1923092.87,,,,,
11/8/2021,249.62,253.3,240.68,248.26,2301351.76,,,,,
11/9/2021,248.27,253.22,237.62,239.04,2217088.06,,,,,
11/10/2021,239.06,248,217.5,233.09,3092477.23,,,,,
11/11/2021,233.06,246.5,229.4,233.37,1997993.9,,,,,
11/12/2021,233.34,239.09,220.83,228.48,2114721.23,,,,,
11/13/2021,228.46,241.97,224.79,241.59,1458387.39,,,,,
11/14/2021,241.58,242,230.4,238.64,1075144.87,,,,,
11/15/2021,238.63,246.36,234.49,238.2,1921128.24,,,,,
11/16/2021,238.18,238.21,213.81,219.04,2557623.67,,,,,
11/17/2021,219.09,222.44,209.53,218.94,2094790.54,,,,,
11/18/2021,218.9,222.78,186.5,195.01,3077799.94,,,,,
11/19/2021,195.19,219.59,188.99,215.25,2712585.78,,,,,
11/20/2021,215.25,221.17,205.84,217.63,1560552.25,,,,,
11/21/2021,217.64,240,210.53,230.51,1888280.05,,,,,
11/22/2021,230.56,231.99,211.6,215.59,2456703.81,,,,,
11/23/2021,215.58,226.08,210.91,221.75,1654017.24,,,,,
11/24/2021,221.76,222.47,200.14,205.7,1878172.55,,,,,
11/25/2021,205.76,216.35,201.93,209.97,1764837.19,,,,,
11/26/2021,209.94,210.53,182.7,192.42,2776105.44,,,,,
11/27/2021,192.37,199.39,190.61,192.74,1028955.27,,,,,
11/28/2021,192.74,202.1,180.93,200.69,1560980.85,,,,,
11/29/2021,200.71,212.75,199.63,204.09,1458763.57,,,,,
11/30/2021,204.1,218.28,199.55,208.53,2176734.39,,,,,
12/1/2021,208.52,232.63,207.89,229.81,2589478.23,,,,,
12/2/2021,229.81,243.12,220,233.6,3042712.67,,,,,
12/3/2021,233.59,239.37,204.68,211.65,2867134.41,,,,,
12/4/2021,211.65,212.62,169,200.67,4895759.09,,,,,
12/5/2021,200.68,204.51,181.44,196.43,2482292.26,,,,,
12/6/2021,196.49,197.71,176.17,193.56,2815245.83,,,,,
12/7/2021,193.57,204.1,187.26,190.19,1939707.91,,,,,
12/8/2021,190.24,196.27,183.5,194.61,1670677.66,,,,,
12/9/2021,194.61,196.6,178.64,181.11,1664934.25,,,,,
12/10/2021,181.08,184.6,167,167.39,1862906.9,,,,,
12/11/2021,167.39,173.8,161.33,172.15,1541656.11,,,,,
12/12/2021,172.15,176.85,167.64,172.8,976615.96,,,,,
12/13/2021,172.83,172.83,148.04,155.21,2470231.82,,,,,
12/14/2021,155.2,163.35,149.6,161.26,2151408.98,,,,,
12/15/2021,161.25,182.64,156.81,178.52,3328550.89,,,,,
12/16/2021,178.53,189,174.37,176.86,2482901.38,,,,,
12/17/2021,176.89,182.5,167.88,175.51,2308612.94,,,,,
12/18/2021,175.48,184.24,170.96,182.78,1218448.99,,,,,
12/19/2021,182.78,189.43,177.99,179.93,1217882.6,,,,,
12/20/2021,179.9,181.18,168.49,173.9,1448185.8,,,,,
12/21/2021,173.9,182.54,170.27,179.63,1302766.6,,,,,
12/22/2021,179.62,187.55,177.05,178.4,1379639.45,,,,,
12/23/2021,178.38,193.5,175.64,190.03,1726907.3,,,,,
12/24/2021,190.08,197.55,184.14,190.36,1657463.56,,,,,
12/25/2021,190.37,195,189.08,193.1,1047151.86,,,,,
12/26/2021,193.03,200.59,190.22,197.81,1539530.03,,,,,
12/27/2021,197.85,204.75,194.71,195.67,1218499.7,,,,,
12/28/2021,195.68,195.68,176.2,177.32,1997243.2,,,,,
12/29/2021,177.28,180.62,170.01,170.63,1540603.75,,,,,
12/30/2021,170.65,175.74,168.17,172.52,1022709.31,,,,,
12/31/2021,172.53,177.65,167.67,169.99,1026603.34,,,,,
1/1/2022,170.01,179.2,169.93,179.06,634599.39,,,,,
1/2/2022,179.06,179.53,174.31,176.35,620087.38,,,,,
1/3/2022,176.34,176.49,166.59,170.15,1031316.43,,,,,
1/4/2022,170.14,173.93,166.47,167.72,1041332.63,,,,,
1/5/2022,167.74,171.32,144.92,154.52,1659848.17,,,,,
1/6/2022,154.48,154.8,145.98,150.26,1575071.3,,,,,
1/7/2022,150.28,150.72,133.08,136.45,2719397.3,,,,,
1/8/2022,136.43,148.11,133,142.14,2695415.51,,,,,
1/9/2022,142.1,145.71,137.83,140.82,1435153.15,,,,,
1/10/2022,140.82,143.86,130,135.86,1894512.51,,,,,
1/11/2022,135.84,143.5,133.58,140.2,1328579.57,,,,,
1/12/2022,140.19,153.39,138.22,151.51,1946788.76,,,,,
1/13/2022,151.5,157.8,145.41,146.14,1984121.59,,,,,
1/14/2022,146.13,150.56,141.84,146.17,1428145.3,,,,,
1/15/2022,146.18,149.49,143.9,147.64,865014.75,,,,,
1/16/2022,147.61,151.96,146.09,147.98,964270.14,,,,,
1/17/2022,147.98,148.29,137.02,139.8,1297654.14,,,,,
1/18/2022,139.81,142.77,134.39,141.22,1254337.17,,,,,
1/19/2022,141.32,142.7,132.77,135.25,1175171.39,,,,,
1/20/2022,135.23,143.83,126.01,127.54,1464593.98,,,,,
1/21/2022,127.54,128.73,106.11,112.27,4523020.69,,,,,
1/22/2022,112.24,114.89,87.73,94.54,6455608.98,,,,,
1/23/2022,94.57,104.82,93.25,99.78,3561751.04,,,,,
1/24/2022,99.74,99.83,80.83,91.93,6990036.71,,,,,
1/25/2022,91.94,99.95,87.41,94.67,3482711.32,,,,,
1/26/2022,94.65,104.43,89.19,92.12,4501340.69,,,,,
1/27/2022,92.11,94.6,85.71,89.51,3530017.76,,,,,
1/28/2022,89.51,93.55,87.21,91.34,2647317.17,,,,,
1/29/2022,91.35,98.93,90.5,96.13,2050891.76,,,,,
1/30/2022,96.15,97.6,91.38,93.29,1258037.51,,,,,
1/31/2022,93.26,101.4,89.18,99.49,2414101.55,,,,,
2/1/2022,99.5,113.66,99.02,110.02,4190507.65,,,,,
2/2/2022,109.99,112.35,96.99,101.88,4863358.1,,,,,
2/3/2022,101.91,103.13,94,101.77,3886563.56,,,,,
2/4/2022,101.83,112.81,100.28,112.62,4186388.28,,,,,
2/5/2022,112.63,118.6,110.22,113.75,2649019.14,,,,,
2/6/2022,113.74,116.06,111.09,115.28,1561795.12,,,,,
2/7/2022,115.26,121.93,112.69,117.55,2730695.8,,,,,
2/8/2022,117.57,120.36,109.66,113.45,2811497.5,,,,,
2/9/2022,113.44,117.08,109.4,113.93,2114411.38,,,,,
2/10/2022,113.96,115.38,105.68,106.17,2781581.77,,,,,
2/11/2022,106.18,108.14,95.14,96.53,2537227.68,,,,,
2/12/2022,96.53,99.79,92.8,95.96,1803930.67,,,,,
2/13/2022,95.98,97.36,91.35,92.85,1216083.38,,,,,
2/14/2022,92.85,97.99,90.72,96.37,1792721.3,,,,,
2/15/2022,96.39,105.77,96.38,105.52,2362223.45,,,,,
2/16/2022,105.52,105.6,98.27,101.86,2123159.11,,,,,
2/17/2022,101.85,102.82,92.33,93.52,2001081.3,,,,,
2/18/2022,93.55,96.37,89.31,89.86,2010076.65,,,,,
2/19/2022,89.86,92.75,88.6,91.27,1285578.14,,,,,
2/20/2022,91.27,94.5,85.56,90.72,2559473.54,,,,,
2/21/2022,90.7,96.14,82.62,82.96,4063082.8,,,,,
2/22/2022,82.95,87.56,81.06,86.38,2835554.36,,,,,
2/23/2022,86.39,93.4,84.38,84.59,3193694.1,,,,,
2/24/2022,84.58,93.9,75.35,89.36,7497540.08,,,,,
2/25/2022,89.35,95,86.86,92.71,3691896.58,,,,,
2/26/2022,92.73,95.49,89.23,90.23,2279602.17,,,,,
2/27/2022,90.25,92.19,84.08,85.63,2593533.97,,,,,
2/28/2022,85.61,103,84.17,99.68,4212075.57,,,,,
3/1/2022,99.67,102.03,94.21,98.66,3665336.76,,,,,
3/2/2022,98.65,106.43,96.76,100.68,4306326.64,,,,,
3/3/2022,100.69,101.7,94,95.62,2595560.67,,,,,
3/4/2022,95.63,95.94,87,88.32,2854970.19,,,,,
3/5/2022,88.33,91.22,86,89.63,1495553.5,,,,,
3/6/2022,89.61,89.96,84.09,84.57,1828270.57,,,,,
3/7/2022,84.58,86.71,79.92,81.66,3230989.34,,,,,
3/8/2022,81.65,85.04,81.3,82.32,2604534.79,,,,,
3/9/2022,82.32,89.92,81.9,88.06,3355218.73,,,,,
3/10/2022,88.06,88.57,80.63,82.87,2828491.21,,,,,
3/11/2022,82.86,84.29,80.07,80.67,2528334.85,,,,,
3/12/2022,80.67,82.75,80.57,81.38,1362268.13,,,,,
3/13/2022,81.4,83.34,77.65,78.73,2009434.97,,,,,
3/14/2022,78.72,82.29,78,81.22,2079919.39,,,,,
3/15/2022,81.23,85.99,78.72,82.84,2123603.37,,,,,
3/16/2022,82.84,87.98,81.53,87.77,2638790.33,,,,,
3/17/2022,87.77,91,86.58,87.8,2616451.8,,,,,
3/18/2022,87.8,92.28,84.41,89.8,2935949.01,,,,,
3/19/2022,89.81,94.55,89.25,92.31,2058348.96,,,,,
3/20/2022,92.31,92.55,87.82,88.62,1500458.29,,,,,
3/21/2022,88.62,91.28,86.74,88.59,1985082.57,,,,,
3/22/2022,88.58,93.98,88,90.43,2611345.56,,,,,
3/23/2022,90.44,96.36,89.19,94.89,2854825.2,,,,,
3/24/2022,94.88,103.7,93.26,102.32,4777008.51,,,,,
3/25/2022,102.32,104.86,96.95,98.6,3360440.57,,,,,
3/26/2022,98.6,103.4,97.63,101.73,1906343.44,,,,,
3/27/2022,101.73,107.46,98.77,107.04,2351080.64,,,,,
3/28/2022,107.04,113.87,105.22,105.75,4146023.22,,,,,
3/29/2022,105.75,115.7,105.49,111.62,3727259.92,,,,,
3/30/2022,111.62,125.26,107.11,120.82,5250424.16,,,,,
3/31/2022,120.82,129.5,119.95,122.77,5143974.9,,,,,
4/1/2022,122.79,138.4,117.39,134.52,5505077.63,,,,,
4/2/2022,134.53,143.51,131.47,132.49,4193984.2,,,,,
4/3/2022,132.48,141.11,130.52,136.9,2964507.05,,,,,
4/4/2022,136.9,138.29,125.82,132.14,3456901.43,,,,,
4/5/2022,132.14,136.63,126.07,126.87,2833885.54,,,,,
4/6/2022,126.88,127.4,112.1,112.95,4266870.2,,,,,
4/7/2022,112.94,120,110.88,118.48,3326346.75,,,,,
4/8/2022,118.47,122.42,108.1,109.92,3328966.49,,,,,
4/9/2022,109.92,113.69,108.28,112.96,1376896.77,,,,,
4/10/2022,112.97,116.09,109.71,111.07,1560720.04,,,,,
4/11/2022,111.06,111.94,98.1,99.67,3332133.13,,,,,
4/12/2022,99.64,109.36,98.31,103.22,3527634.19,,,,,
4/13/2022,103.21,106.04,100.09,104.94,2204306.4,,,,,
4/14/2022,104.92,107.72,98.77,100.77,2711073.76,,,,,
4/15/2022,100.77,102.91,99.55,101.31,1384490.37,,,,,
4/16/2022,101.38,103.5,100.71,102.06,1006216.36,,,,,
4/17/2022,102.06,105.44,99.62,100.15,1509800.04,,,,,
4/18/2022,100.15,102.65,94.62,102.33,2751434.83,,,,,
4/19/2022,102.37,109,101.02,108.51,2675360.43,,,,,
4/20/2022,108.51,110.9,104.25,105.59,2768156.81,,,,,
4/21/2022,105.58,110,99.86,101.78,2671646.36,,,,,
4/22/2022,101.78,103.55,99.19,100.55,1777613.85,,,,,
4/23/2022,100.55,102.9,98.31,100.63,1081628.14,,,,,
4/24/2022,100.63,102.31,98.55,99.23,1064136.15,,,,,
4/25/2022,99.22,101.59,94.32,100.99,2317293.8,,,,,
4/26/2022,100.98,101.98,94.61,95.7,1897735.14,,,,,
4/27/2022,95.7,100.79,94.89,98.36,1833742.63,,,,,
4/28/2022,98.35,100.55,96.33,98.24,1849394.04,,,,,
4/29/2022,98.23,98.68,92.35,93.96,1736234.87,,,,,
4/30/2022,93.96,94.95,81.91,84.63,1829537.27,,,,,
5/1/2022,84.63,93.12,84.15,89.68,2353897.93,,,,,
5/2/2022,89.67,90.89,85.1,87.5,1915805.97,,,,,
5/3/2022,87.49,88.81,84.66,85.86,1562366.45,,,,,
5/4/2022,85.86,93.06,85.47,92.77,2246070.16,,,,,
5/5/2022,92.77,95.25,81.32,84.52,3311421.92,,,,,
5/6/2022,84.52,84.84,79.98,81.68,2607225.81,,,,,
5/7/2022,81.67,82.33,77.03,78.86,1906773.25,,,,,
5/8/2022,78.86,79.41,73.69,75.38,2736836.4,,,,,
5/9/2022,75.39,77.21,61.7,62.16,5846036.682,,,,,
5/10/2022,62.16,74.03,60.13,66.9,7855041.331,,,,,
5/11/2022,66.9,68.44,43.17,50.9,11626123.02,,,,,
5/12/2022,50.9,54.29,37.37,44.64,13635820.47,,,,,
5/13/2022,44.64,56.99,43.83,48.92,8718594.5,,,,,
5/14/2022,48.93,53.91,45.81,52.43,5099487.21,,,,,
5/15/2022,52.43,59.31,49.63,58.83,3885558.77,,,,,
5/16/2022,58.83,58.83,51.89,53.79,5418221.63,,,,,
5/17/2022,53.8,58.22,53.04,57.02,4346066.59,,,,,
5/18/2022,57.01,57.85,49.38,49.93,4470848.03,,,,,
5/19/2022,49.93,54.09,48.2,52.2,4794335.94,,,,,
5/20/2022,52.2,53.62,47.81,49.43,4811635.67,,,,,
5/21/2022,49.42,51.21,48.43,50.31,1969104.94,,,,,
5/22/2022,50.3,53.2,49.69,52.48,2723718.45,,,,,
5/23/2022,52.48,54.68,48.61,49.17,4201654.88,,,,,
5/24/2022,49.17,50.85,47.1,49.67,3645448.65,,,,,
5/25/2022,49.67,50.55,47.57,47.98,3294918.76,,,,,
5/26/2022,47.97,48.66,41.69,43.44,7025986.74,,,,,
5/27/2022,43.44,43.95,39.93,41.17,7547814.8,,,,,
5/28/2022,41.18,45.08,40.33,44.25,4317517.06,,,,,
5/29/2022,44.24,45.67,41.79,44.98,4628871.1,,,,,
5/30/2022,44.98,48.39,44.27,47.22,5476313.14,,,,,
5/31/2022,47.22,48.24,44.56,45.77,4479536.73,,,,,
6/1/2022,45.78,46.12,39.51,40.11,4778696.94,,,,,
6/2/2022,40.11,41.65,38.13,40.85,5153870.27,,,,,
6/3/2022,40.86,41.54,37.63,38.28,4437324.64,,,,,
6/4/2022,38.28,39.5,35.71,39,3736176.79,,,,,
6/5/2022,39.02,40.22,37.85,38.52,3618511.38,,,,,
6/6/2022,38.53,44.87,38.33,42.39,6823258.3,,,,,
6/7/2022,42.39,42.8,37.12,39.31,7677286.83,,,,,
6/8/2022,39.32,40.96,38.28,38.83,3988154.3,,,,,
6/9/2022,38.83,41.97,38.44,39.96,4587327.75,,,,,
6/10/2022,39.96,40.9,36.8,37.17,4364643.34,,,,,
6/11/2022,37.17,37.93,33.17,33.93,4638154.317,,,,,
6/12/2022,33.94,34.5,30.56,30.61,6810748.104,,,,,
6/13/2022,30.6,31.11,26.05,28.6,13336972.47,,,,,
6/14/2022,28.59,32.32,25.86,29.59,11437619.27,,,,,
6/15/2022,29.59,34.86,26.79,34.76,12673444.09,,,,,
6/16/2022,34.75,36,29.52,30.12,10418712.66,,,,,
6/17/2022,30.12,32.19,29.26,30.71,6274370.5,,,,,
6/18/2022,30.72,32.06,27.15,32.02,9330644.34,,,,,
6/19/2022,32.01,35.4,28.68,34.19,9253122.78,,,,,
6/20/2022,34.19,36.9,31.73,35.24,8218146.8,,,,,
6/21/2022,35.25,39.19,34.2,36.42,7429098.76,,,,,
6/22/2022,36.42,36.87,33.65,34.12,6494707.01,,,,,
6/23/2022,34.13,38.65,33.91,38.15,7002610.45,,,,,
6/24/2022,38.15,42.92,37.67,41.91,6583046.23,,,,,
6/25/2022,41.91,42.64,39.73,42.22,4294211.07,,,,,
6/26/2022,42.22,42.49,39.14,39.39,4024143.84,,,,,
6/27/2022,39.39,41.25,37.9,38.52,4172937.4,,,,,
6/28/2022,38.5,39.9,35.02,35.35,5581335.85,,,,,
6/29/2022,35.34,36.12,33.1,34.05,5755278.44,,,,,
6/30/2022,34.06,34.2,30.92,33.76,5337105.46,,,,,
7/1/2022,33.76,35.4,31.82,32.84,6155756.76,,,,,
7/2/2022,32.85,34.14,31.87,33.36,2740500.19,,,,,
7/3/2022,33.36,33.77,32.14,33.39,2394572.39,,,,,
7/4/2022,33.4,36.94,32.45,36.71,4064615.13,,,,,
7/5/2022,36.71,36.99,33.03,35.4,6098472.04,,,,,
7/6/2022,35.41,37.65,34.8,37.04,5298552.9,,,,,
7/7/2022,37.04,39.29,36.39,38.46,4091777.28,,,,,
7/8/2022,38.46,39.72,36.46,38.12,5277992.76,,,,,
7/9/2022,38.12,38.95,37.77,38.06,2088073.86,,,,,
7/10/2022,38.06,38.14,36.26,36.71,2181587.6,,,,,
7/11/2022,36.71,36.73,33.24,33.42,2927967.37,,,,,
7/12/2022,33.42,34.61,32.6,32.68,3202970.4,,,,,
7/13/2022,32.69,35.08,31.82,34.94,4798032.13,,,,,
7/14/2022,34.94,37.31,33.58,37.15,5214767.02,,,,,
7/15/2022,37.14,39.1,36.49,37.36,4440629.04,,,,,
7/16/2022,37.36,40.41,36.35,39.58,3945225.2,,,,,
7/17/2022,39.59,41.09,38.29,38.62,3795951.41,,,,,
7/18/2022,38.61,44.07,38.55,43.52,6300282.95,,,,,
7/19/2022,43.52,47.36,42.54,44.87,7876651.82,,,,,
7/20/2022,44.87,46.3,41.24,42.04,6380441.74,,,,,
7/21/2022,42.03,44.24,39.64,43.11,6134099.29,,,,,
7/22/2022,43.1,44.33,40.03,40.54,4495729.55,,,,,
7/23/2022,40.54,41.91,38.6,39.97,3421971.49,,,,,
7/24/2022,39.97,42.1,39.47,40.93,3327219.47,,,,,
7/25/2022,40.93,41.09,36.56,36.65,4237919.99,,,,,
7/26/2022,36.66,36.84,34.67,36.25,4496178.57,,,,,
7/27/2022,36.26,40.55,35.68,40.23,5860676.17,,,,,
7/28/2022,40.23,44.15,39.03,42.91,6754342.15,,,,,
7/29/2022,42.92,44.42,41.13,41.91,4949319.15,,,,,
7/30/2022,41.92,46.65,41.41,43.84,5388479.3,,,,,
7/31/2022,43.84,45.21,42.22,42.35,3287571.37,,,,,
8/1/2022,42.34,43.26,40.57,41.65,3302835.44,,,,,
8/2/2022,41.65,42.45,39.5,39.79,3598240.96,,,,,
8/3/2022,39.78,40.99,37.43,38.54,8391441.54,,,,,
8/4/2022,38.54,39.85,37.96,38.83,4151096.9,,,,,
8/5/2022,38.83,41.33,38.71,40.55,3510687.91,,,,,
8/6/2022,40.55,40.89,39.85,40.07,1600652,,,,,
8/7/2022,40.07,41.57,39.21,40.6,1745897.7,,,,,
8/8/2022,40.6,43.71,40.55,42.18,3823749.6,,,,,
8/9/2022,42.17,42.76,39.73,40.33,2832475.74,,,,,
8/10/2022,40.34,42.87,39.15,42.47,4467794.94,,,,,
8/11/2022,42.47,45.32,42.34,42.77,5808859.44,,,,,
8/12/2022,42.78,45.49,42.12,45.48,3376989.68,,,,,
8/13/2022,45.49,48.38,45.27,46.6,4706648.94,,,,,
8/14/2022,46.59,48.06,44.46,44.87,3476179.16,,,,,
8/15/2022,44.86,47.24,42.75,43.72,4145114.74,,,,,
8/16/2022,43.72,44.31,42.53,43.08,3604735.73,,,,,
8/17/2022,43.08,44.75,40.18,40.54,4207333,,,,,
8/18/2022,40.54,41.67,39.31,39.52,2839363.98,,,,,
8/19/2022,39.51,39.59,35.25,35.81,6209609.03,,,,,
8/20/2022,35.82,37.27,34.21,35.28,3873077.48,,,,,
8/21/2022,35.28,37.09,34.51,36.47,3184917.72,,,,,
8/22/2022,36.48,36.56,33.73,35.41,3740448.14,,,,,
8/23/2022,35.42,36.11,34.24,35.68,2736678.36,,,,,
8/24/2022,35.69,36.4,34.31,34.89,2588768.41,,,,,
8/25/2022,34.9,36.49,34.87,35.27,2472099.5,,,,,
8/26/2022,35.26,35.79,31.36,31.72,5268727.97,,,,,
8/27/2022,31.72,32.25,30.86,31.53,3025394.15,,,,,
8/28/2022,31.53,32.21,30.19,30.44,2245087.33,,,,,
8/29/2022,30.43,32.64,30,32.42,3758900.71,,,,,
8/30/2022,32.42,33.16,30.64,31.47,3466845.37,,,,,
8/31/2022,31.47,32.95,31.18,31.5,2705795.29,,,,,
9/1/2022,31.49,31.79,30.44,31.61,2304167.56,,,,,
9/2/2022,31.61,32.38,30.76,31.23,2327194.21,,,,,
9/3/2022,31.23,31.29,30.8,31.12,773414.2,,,,,
9/4/2022,31.11,32.2,31.02,32.16,1302960.75,,,,,
9/5/2022,32.17,32.5,31.15,32.18,1545295.72,,,,,
9/6/2022,32.17,33.9,30.44,30.88,4663061.68,,,,,
9/7/2022,30.88,32.94,30.31,32.69,2516005.51,,,,,
9/8/2022,32.7,33.98,31.97,33.61,3062370.54,,,,,
9/9/2022,33.62,35.96,33.59,34.67,3748304,,,,,
9/10/2022,34.68,35.41,34.27,35.03,1977630.96,,,,,
9/11/2022,35.04,36,34.04,34.99,1999936.19,,,,,
9/12/2022,34.99,38.39,34.4,37.44,5186842.63,,,,,
9/13/2022,37.44,39.01,32.93,33,6401715.44,,,,,
9/14/2022,33,34.35,32.67,34.12,3170484.22,,,,,
9/15/2022,34.12,34.84,32.42,33.07,3696318.23,,,,,
9/16/2022,33.08,33.26,31.5,32.25,2180222.56,,,,,
9/17/2022,32.25,33.89,32.23,33.68,1414903.11,,,,,
9/18/2022,33.69,33.99,30.86,31.1,2299068.39,,,,,
9/19/2022,31.1,33.08,30.5,32.62,3503472.34,,,,,
9/20/2022,32.63,32.88,31.29,31.41,2558791.65,,,,,
9/21/2022,31.42,33.48,30.01,30.65,4545539.08,,,,,
9/22/2022,30.65,32.87,30.59,32.43,2975325.9,,,,,
9/23/2022,32.43,33.98,31.2,33.66,3481076.73,,,,,
9/24/2022,33.67,34.79,33.14,33.38,3102314.35,,,,,
9/25/2022,33.39,34.05,31.87,32.34,1838509.33,,,,,
9/26/2022,32.33,33.95,31.87,33.88,3284142.93,,,,,
9/27/2022,33.89,35.41,32.08,32.69,4411114.63,,,,,
9/28/2022,32.68,33.81,31.65,33.22,3091106.5,,,,,
9/29/2022,33.23,34.42,32.65,33.93,2735381.21,,,,,
9/30/2022,33.94,35.22,32.62,33.25,4264290.42,,,,,
10/1/2022,33.25,33.25,32.34,32.44,1458835.24,,,,,
10/2/2022,32.44,33,31.9,32.06,1472849.24,,,,,
10/3/2022,32.06,33.27,31.73,32.89,1890470.2,,,,,
10/4/2022,32.9,34.4,32.84,34.09,1949740.88,,,,,
10/5/2022,34.1,34.37,33.18,34.04,1777550.81,,,,,
10/6/2022,34.04,34.5,33.23,33.36,1799751.22,,,,,
10/7/2022,33.35,33.76,32.43,32.98,1963117.82,,,,,
10/8/2022,32.98,33.08,32.35,32.58,785559.59,,,,,
10/9/2022,32.57,33.14,32.44,32.92,883235.74,,,,,
10/10/2022,32.92,33.46,31.88,31.96,1554680.4,,,,,
10/11/2022,31.95,31.96,30.42,30.8,1923666.97,,,,,
10/12/2022,30.8,31.55,30.67,31.16,1048211.96,,,,,
10/13/2022,31.15,31.21,27.87,30.49,4402648.71,,,,,
10/14/2022,30.48,31.98,29.62,30,2384103.67,,,,,
10/15/2022,30,30.2,29.42,29.59,1009243.59,,,,,
10/16/2022,29.59,30.53,29.56,30.17,934949.4,,,,,
10/17/2022,30.16,31.29,29.84,31.21,1694429.96,,,,,
10/18/2022,31.22,31.48,29.73,30.15,1966281.14,,,,,
10/19/2022,30.14,30.26,28.61,28.86,1713727.76,,,,,
10/20/2022,28.86,29.47,27.98,28.01,2379315.87,,,,,
10/21/2022,28.01,28.28,26.84,28.1,3208878.96,,,,,
10/22/2022,28.1,28.22,27.48,28.01,1333382.63,,,,,
